ApplicantID,Gender,Age,MonthlyIncome,LoanAmount,CreditScore,EmploymentStatus,ExistingLoans,LoanTerm,PropertyArea,LoanApproved
1399,Female,31,94671,490015,558.0,Employed,4,12,Urban,0
1400,Male,38,25722,185899,389.0,Self-Employed,4,36,Rural,0
1401,Female,32,47413,146143,549.0,Self-Employed,3,60,Semi-Urban,0
1402,Female,43,112772,243725,554.0,Employed,4,120,Urban,0
1403,Male,32,101050,194771,887.0,Unemployed,2,360,Semi-Urban,0
1404,Male,33,129432,426671,407.0,Self-Employed,3,36,Semi-Urban,0
1405,Female,45,122748,298044,893.0,Employed,4,360,Rural,1
1406,Female,39,125922,186385,888.0,Self-Employed,0,120,Urban,1
1407,Female,56,105867,194670,784.0,Self-Employed,4,24,Urban,1
1408,Female,28,103596,161362,557.0,Unemployed,2,240,Rural,0
1409,Female,49,86732,296517,581.0,Self-Employed,1,24,Semi-Urban,1
1410,Female,52,32297,340951,387.0,Self-Employed,1,36,Semi-Urban,0
1411,Male,38,88323,250462,503.0,Employed,4,120,Urban,0
1412,Female,26,43816,226298,315.0,Employed,1,240,Rural,0
1413,Female,38,144341,109550,450.0,Unemployed,4,24,Rural,0
1414,Male,39,60695,315702,553.0,Self-Employed,2,36,Semi-Urban,0
1415,Male,42,39702,362257,487.0,Self-Employed,1,120,Semi-Urban,0
1416,Male,57,45242,365143,628.0,Self-Employed,0,36,Rural,0
1417,Male,52,75841,236950,843.0,Unemployed,4,180,Urban,0
1418,Female,23,148498,479559,696.0,Self-Employed,1,120,Semi-Urban,1
1419,Female,48,87712,108219,816.0,Employed,2,24,Rural,1
1420,Female,30,105663,216258,,Unemployed,2,36,Rural,0
1421,Female,55,127096,480182,629.0,Employed,0,360,Rural,1
1422,Female,49,112764,214841,468.0,Employed,2,24,Urban,0
1423,Female,35,73574,301004,665.0,Unemployed,2,36,Semi-Urban,0
1424,Male,53,105744,307336,477.0,Employed,1,360,Semi-Urban,1
1425,Female,27,48482,286495,,Self-Employed,4,360,Semi-Urban,0
1426,Male,32,29171,103218,339.0,Unemployed,3,12,Urban,0
1427,Male,50,120755,331373,715.0,Employed,2,360,Semi-Urban,1
1428,Female,41,118932,387353,654.0,Self-Employed,2,24,Semi-Urban,1
1429,Male,51,128125,77877,554.0,Self-Employed,3,24,Semi-Urban,0
1430,Female,44,126082,239073,442.0,Employed,2,60,Semi-Urban,0
1431,Male,40,23696,409281,876.0,Self-Employed,1,240,Urban,1
1432,Female,57,146310,350228,310.0,Unemployed,1,180,Rural,0
1433,Male,24,40058,393924,,Employed,3,24,Rural,0
1434,Female,48,40313,197878,720.0,Self-Employed,2,120,Semi-Urban,0
1435,Female,40,39149,269707,520.0,Self-Employed,2,240,Semi-Urban,0
1436,Female,44,73521,291249,795.0,Employed,4,360,Semi-Urban,1
1437,Female,52,65740,87034,536.0,Employed,2,36,Urban,0
1438,Female,56,126611,221389,536.0,Employed,1,12,Semi-Urban,1
1439,Male,54,24956,367612,518.0,Employed,0,120,Urban,0
1440,Male,56,95731,462310,786.0,Unemployed,0,240,Semi-Urban,1
1441,Male,22,102612,238868,760.0,Employed,0,120,Semi-Urban,1
1442,Female,35,137850,60589,,Unemployed,0,120,Rural,0
1443,Male,54,86641,107221,488.0,Unemployed,2,120,Semi-Urban,0
1444,Female,56,83811,305927,554.0,Employed,2,240,Urban,0
1445,Female,26,72160,313801,367.0,Unemployed,4,12,Rural,0
1446,Male,59,71313,410444,635.0,Employed,2,360,Urban,0
1447,Male,32,83232,167229,708.0,Employed,0,60,Rural,1
1448,Female,23,35417,351675,599.0,Self-Employed,3,180,Urban,0
1449,Male,38,44729,102227,656.0,Employed,3,360,Rural,0
1450,Female,41,132492,315308,555.0,Self-Employed,1,24,Urban,1
1451,Female,35,50099,143078,652.0,Unemployed,1,240,Urban,0
1452,Female,53,138387,353391,820.0,Self-Employed,2,120,Semi-Urban,1
1453,Female,55,118134,285113,823.0,Unemployed,3,360,Rural,0
1454,Female,46,49961,462817,583.0,Employed,0,24,Rural,0
1455,Male,28,32602,100599,611.0,Unemployed,0,240,Semi-Urban,0
1456,Male,56,138474,296367,398.0,Unemployed,0,24,Urban,0
1457,Female,50,29256,447768,496.0,Employed,2,120,Urban,0
1458,Female,43,106120,452633,781.0,Unemployed,2,60,Rural,0
1459,Male,34,132516,239651,525.0,Employed,4,240,Urban,0
1460,Male,34,54681,118207,664.0,Self-Employed,0,24,Rural,1
1461,Female,22,111328,384199,667.0,Employed,0,36,Rural,1
1462,Male,57,107440,414410,869.0,Employed,2,24,Urban,1
1463,Female,25,84789,390414,889.0,Unemployed,2,180,Urban,0
1464,Male,58,63361,161426,374.0,Self-Employed,4,120,Urban,0
1465,Female,34,84503,184794,341.0,Employed,4,12,Semi-Urban,0
1466,Male,59,54540,382586,721.0,Self-Employed,1,24,Rural,1
1467,Female,45,46536,407776,480.0,Self-Employed,3,60,Urban,0
1468,Male,40,104700,221103,844.0,Unemployed,0,36,Semi-Urban,1
1469,Male,22,83043,260307,370.0,Employed,0,36,Urban,1
1470,Female,59,98532,71438,867.0,,4,12,Rural,0
1471,Male,26,76575,108819,404.0,Employed,4,360,Semi-Urban,0
1472,Female,37,147626,93856,499.0,Self-Employed,1,180,Rural,1
1473,Male,45,22871,476792,400.0,Employed,3,12,Urban,0
1474,Female,48,66002,354082,606.0,Employed,1,180,Urban,1
1475,Male,22,69812,492244,885.0,Self-Employed,3,24,Urban,1
1476,Female,55,42626,109807,676.0,Self-Employed,0,120,Semi-Urban,1
1477,Male,57,79979,362021,698.0,Employed,1,60,Semi-Urban,1
1478,Female,25,96057,93461,520.0,Unemployed,4,36,Semi-Urban,0
1479,Male,21,146834,143474,894.0,Employed,1,12,Semi-Urban,1
1480,Female,32,128946,483685,481.0,Self-Employed,1,60,Urban,1
1481,Female,56,86668,395280,606.0,Unemployed,0,180,Urban,0
1482,Female,43,119003,332579,821.0,Self-Employed,4,120,Urban,1
1483,Male,51,100070,265189,695.0,Self-Employed,4,36,Semi-Urban,1
1484,Female,31,109390,457407,303.0,Unemployed,2,36,Semi-Urban,0
1485,Male,30,62998,396870,580.0,Self-Employed,2,180,Urban,0
1486,Female,23,83814,304730,514.0,Self-Employed,2,120,Urban,0
1487,Male,34,124601,296732,719.0,Self-Employed,0,36,Semi-Urban,1
1488,Female,36,65607,470602,400.0,Self-Employed,1,120,Rural,1
1489,Male,30,27812,212793,820.0,Self-Employed,4,36,Urban,0
1490,Male,49,81844,104786,872.0,Self-Employed,4,24,Urban,1
1491,Female,30,90093,325848,608.0,Self-Employed,1,180,Urban,1
1492,Male,32,22179,106635,809.0,Self-Employed,4,120,Semi-Urban,0
1493,Male,50,63798,445339,362.0,Self-Employed,1,60,Urban,1
1494,Female,21,94601,402854,525.0,Employed,0,360,Urban,1
1495,Male,25,28275,290909,404.0,Employed,0,24,Urban,0
1496,Male,40,70574,295984,724.0,Self-Employed,0,240,Urban,1
1497,Male,28,67857,375137,554.0,Employed,1,60,Urban,1
1498,Female,32,145555,162752,728.0,Unemployed,1,180,Rural,1
1499,Male,21,121484,261194,733.0,Employed,3,36,Rural,1
1500,Female,40,40700,278584,506.0,Self-Employed,4,240,Urban,0
1501,Male,48,146855,468632,327.0,Self-Employed,4,60,Urban,0
1502,Male,57,59464,182886,635.0,Employed,3,24,Urban,0
1503,Male,57,62351,128537,887.0,Self-Employed,3,240,Urban,1
1504,Female,32,113330,362402,368.0,Unemployed,0,240,Semi-Urban,0
1505,Male,57,114319,197580,812.0,Unemployed,3,120,Semi-Urban,0
1506,Male,48,102534,135166,466.0,Self-Employed,1,12,Semi-Urban,1
1507,Female,35,33869,259988,667.0,Unemployed,2,60,Rural,0
1508,Male,26,80315,425854,550.0,Unemployed,1,12,Urban,0
1509,Female,40,130061,347843,469.0,Employed,3,180,Semi-Urban,0
1510,Female,34,113688,358479,389.0,Unemployed,4,60,Urban,0
1511,Male,22,40954,358950,860.0,Employed,1,60,Urban,1
1512,Female,29,51555,389997,745.0,Self-Employed,4,120,Rural,0
1513,Male,57,83353,244840,593.0,Employed,1,36,Rural,1
1514,Female,40,102190,347883,449.0,Self-Employed,4,24,Semi-Urban,0
1515,Female,46,65026,84785,431.0,Self-Employed,1,24,Semi-Urban,1
1516,Male,49,120772,213052,732.0,Self-Employed,4,24,Rural,1
1517,Female,21,66976,281791,358.0,Self-Employed,2,360,Rural,0
1518,Female,55,100578,397160,498.0,Self-Employed,0,180,Urban,1
1519,Female,26,111502,444825,514.0,Employed,1,240,Urban,1
1520,Female,57,133943,116253,860.0,Self-Employed,2,36,Semi-Urban,1
1521,Female,25,129850,141128,771.0,Unemployed,0,12,Semi-Urban,1
1522,Male,53,65095,471357,546.0,Unemployed,1,24,Rural,0
1523,Female,34,34270,211081,681.0,Self-Employed,2,360,Semi-Urban,0
1524,Male,32,50908,439725,538.0,Unemployed,2,12,Urban,0
1525,Female,40,35523,160966,666.0,Employed,2,36,Rural,0
1526,Male,44,82433,187854,467.0,Employed,3,180,Urban,0
1527,Male,54,67068,149352,859.0,Self-Employed,4,36,Rural,1
1528,Female,45,39991,469149,350.0,Self-Employed,0,120,Rural,0
1529,Female,49,30775,389298,679.0,Self-Employed,4,240,Urban,0
1530,Female,59,97801,189379,773.0,Unemployed,4,24,Semi-Urban,0
1531,Male,51,104995,273279,379.0,Unemployed,4,180,Semi-Urban,0
1532,Female,43,81250,287281,666.0,Employed,2,120,Semi-Urban,1
1533,Male,58,36673,158297,760.0,Unemployed,4,24,Semi-Urban,0
1534,Male,40,142808,256946,838.0,Employed,3,36,Urban,1
1535,Male,43,47056,88346,751.0,Unemployed,1,36,Rural,0
1536,Female,36,26614,162138,763.0,Employed,2,360,Urban,0
1537,Female,28,121556,362916,777.0,Self-Employed,0,60,Semi-Urban,1
1538,Male,41,27415,90149,719.0,Unemployed,1,60,Semi-Urban,0
1539,Male,21,108691,398844,513.0,Employed,1,36,Urban,1
1540,Female,28,134966,208598,668.0,Unemployed,1,36,Rural,1
1541,Male,49,63884,408902,413.0,Self-Employed,4,12,Urban,0
1542,Female,52,36964,178447,802.0,Employed,4,360,Urban,0
1543,Male,58,57726,55695,887.0,Unemployed,2,240,Urban,0
1544,Female,25,143133,89169,610.0,Unemployed,4,12,Rural,0
1545,Male,42,57044,360091,768.0,Self-Employed,4,240,Urban,0
1546,Female,54,77149,228296,343.0,Self-Employed,4,120,Urban,0
1547,Male,21,57544,358009,714.0,Employed,2,60,Semi-Urban,0
1548,Female,46,69976,206625,545.0,Unemployed,2,60,Urban,0
1549,Female,30,52252,416645,383.0,Unemployed,3,360,Semi-Urban,0
1550,Male,50,23832,372554,506.0,Self-Employed,3,36,Semi-Urban,0
1551,Male,38,110811,415898,450.0,Self-Employed,3,36,Semi-Urban,0
1552,Female,37,100437,403039,827.0,Employed,3,120,Rural,1
1553,Male,46,123749,468032,464.0,Unemployed,1,180,Semi-Urban,0
1554,Female,28,54148,236098,444.0,Unemployed,1,180,Urban,0
1555,Male,32,81240,362849,336.0,Employed,3,360,Urban,0
1556,Female,47,128169,242994,632.0,Employed,3,180,Semi-Urban,0
1557,Female,28,145607,427844,702.0,Self-Employed,0,60,Semi-Urban,1
1558,Female,45,108454,386058,713.0,Self-Employed,1,12,Urban,1
1559,Female,24,132230,51881,344.0,Employed,0,180,Semi-Urban,1
1560,Female,53,148933,482783,701.0,Employed,0,24,Rural,1
1561,Female,21,105076,359509,505.0,Unemployed,4,360,Semi-Urban,0
1562,Male,39,97116,129211,361.0,Employed,2,120,Rural,0
1563,Male,51,73459,206078,719.0,Employed,1,180,Rural,1
1564,Male,36,58402,353342,767.0,Unemployed,3,24,Rural,0
1565,Female,34,77727,466047,318.0,Employed,3,180,Semi-Urban,0
1566,Female,25,58578,412793,664.0,Self-Employed,2,12,Rural,0
1567,Female,46,110453,459675,599.0,Self-Employed,1,12,Rural,1
1568,Female,48,42318,475659,306.0,Unemployed,3,180,Semi-Urban,0
1569,Male,22,95715,485532,727.0,Employed,3,360,Rural,1
1570,Male,26,97787,277203,416.0,Self-Employed,4,360,Semi-Urban,0
1571,Female,29,131435,245558,879.0,Self-Employed,0,24,Urban,1
1572,Male,53,105029,186949,806.0,Self-Employed,3,120,Rural,1
1573,Male,45,40466,89553,845.0,Self-Employed,1,24,Semi-Urban,1
1574,Female,33,115742,448138,624.0,Employed,2,120,Urban,0
1575,Male,29,65475,434922,354.0,Employed,4,180,Rural,0
1576,Female,33,80142,429162,341.0,Employed,1,120,Rural,1
1577,Male,51,105160,185758,596.0,Employed,4,36,Semi-Urban,0
1578,Female,31,46564,82766,530.0,Self-Employed,0,60,Urban,0
1579,Female,24,42412,344150,752.0,Unemployed,3,240,Semi-Urban,0
1580,Female,54,113526,81422,693.0,Unemployed,1,60,Rural,1
1581,Female,58,71001,428734,821.0,Self-Employed,2,12,Rural,1
1582,Male,24,77649,324349,657.0,Self-Employed,0,36,Rural,1
1583,Female,58,80957,204599,743.0,Unemployed,0,60,Rural,1
1584,Female,39,55517,292555,427.0,Unemployed,4,180,Urban,0
1585,Female,26,33156,461659,704.0,Self-Employed,0,120,Urban,1
1586,Male,54,43064,459740,691.0,Self-Employed,1,120,Semi-Urban,1
1587,Female,38,45711,428621,492.0,Employed,4,24,Semi-Urban,0
1588,Male,33,50106,78202,377.0,Employed,0,24,Semi-Urban,0
1589,Female,43,85458,489358,384.0,Unemployed,2,360,Rural,0
1590,Male,39,36589,373836,329.0,Self-Employed,1,120,Semi-Urban,0
1591,Male,31,109272,263456,348.0,Unemployed,2,360,Urban,0
1592,Female,21,106511,70855,444.0,Employed,2,180,Semi-Urban,0
1593,Male,44,121754,241444,368.0,Employed,4,120,Semi-Urban,0
1594,Female,27,27214,337239,357.0,,3,24,Urban,0
1595,Female,45,116117,481940,873.0,Employed,4,60,Urban,1
1596,Female,41,105731,361385,778.0,Self-Employed,1,360,Rural,1
1597,Male,35,130118,153119,744.0,Unemployed,1,360,Urban,1
1598,Male,21,146479,102003,595.0,Self-Employed,4,12,Urban,0
1599,Female,32,47127,144837,470.0,Self-Employed,3,24,Semi-Urban,0
1600,Female,27,25141,273068,874.0,Employed,4,180,Urban,0
1601,Male,35,48884,406427,446.0,Self-Employed,1,360,Rural,0
1602,Female,41,110421,459188,783.0,Unemployed,3,60,Semi-Urban,0
1603,Female,39,22708,173805,605.0,Self-Employed,1,60,Rural,0
1604,Female,49,38375,405990,745.0,Self-Employed,3,60,Urban,0
1605,Male,45,35088,335071,520.0,Self-Employed,3,36,Rural,0
1606,Male,53,77615,432733,854.0,Self-Employed,4,36,Rural,1
1607,Male,52,130138,165657,677.0,Self-Employed,4,240,Urban,1
1608,Female,55,65046,378774,565.0,Employed,4,60,Urban,0
1609,Female,58,30014,154428,394.0,Unemployed,3,360,Semi-Urban,0
1610,Female,46,84425,172035,561.0,Employed,3,180,Semi-Urban,0
1611,Male,31,23273,495563,370.0,Unemployed,1,120,Semi-Urban,0
1612,Female,55,67135,280780,518.0,Unemployed,2,180,Urban,0
1613,Female,28,122842,438388,832.0,Unemployed,4,36,Rural,0
1614,Female,34,50881,267282,391.0,Unemployed,1,24,Rural,0
1615,Female,30,117022,119518,426.0,Unemployed,1,360,Semi-Urban,0
1616,Male,22,98077,226355,379.0,Self-Employed,0,240,Semi-Urban,1
1617,Male,29,28712,393470,537.0,Employed,4,36,Urban,0
1618,Female,23,94704,193277,671.0,Employed,1,120,Rural,1
1619,Male,41,72874,170243,785.0,Self-Employed,0,12,Semi-Urban,1
1620,Male,46,89087,324892,324.0,Unemployed,4,240,Urban,0
1621,Female,28,32297,464313,455.0,Employed,3,36,Semi-Urban,0
1622,Female,22,129269,446308,816.0,Self-Employed,0,180,Urban,1
1623,Male,26,47128,103311,829.0,Self-Employed,3,240,Rural,0
1624,Female,48,88368,72692,356.0,Employed,2,360,Urban,0
1625,Male,49,114019,174954,318.0,Employed,2,180,Semi-Urban,0
1626,Female,46,107599,204934,683.0,Unemployed,2,60,Semi-Urban,0
1627,Male,45,108499,442179,492.0,Unemployed,2,60,Rural,0
1628,Female,32,98958,271468,536.0,Employed,1,60,Rural,1
1629,Male,25,52920,391651,686.0,Unemployed,2,240,Semi-Urban,0
1630,Male,54,140442,130152,725.0,Self-Employed,1,12,Semi-Urban,1
1631,Male,57,31156,54926,576.0,Unemployed,1,120,Semi-Urban,0
1632,Female,35,31108,53969,526.0,Unemployed,4,360,Rural,0
1633,Male,56,51845,85733,851.0,Self-Employed,1,240,Semi-Urban,1
1634,Male,35,22800,381999,622.0,Unemployed,1,24,Rural,0
1635,Female,43,148832,91743,452.0,Self-Employed,2,360,Semi-Urban,0
1636,Female,26,123614,180193,536.0,Unemployed,1,180,Urban,0
1637,Male,41,62712,220948,354.0,Employed,3,180,Urban,0
1638,Male,43,22610,419589,735.0,Unemployed,2,240,Semi-Urban,0
1639,Female,36,97603,70323,408.0,Employed,0,240,Urban,1
1640,Female,35,53872,328572,483.0,Employed,2,120,Rural,0
1641,Female,45,30728,84578,667.0,Employed,1,12,Urban,1
1642,Female,56,115102,136486,497.0,Employed,3,240,Urban,0
1643,Female,31,115319,376284,670.0,Employed,2,60,Rural,1
1644,Male,35,142049,307450,672.0,Self-Employed,3,120,Urban,1
1645,Female,24,40583,157325,796.0,Self-Employed,0,24,Urban,1
1646,Male,41,105774,395973,898.0,Self-Employed,0,60,Semi-Urban,1
1647,Male,33,27263,318508,500.0,Employed,4,24,Rural,0
1648,Male,42,146374,441011,808.0,Unemployed,4,36,Rural,0
1649,Female,39,87450,478565,621.0,Self-Employed,2,24,Semi-Urban,0
1650,Male,54,109285,181763,574.0,Unemployed,4,60,Semi-Urban,0
1651,Male,34,39456,307971,510.0,Unemployed,3,36,Urban,0
1652,Female,24,111118,145598,803.0,Employed,4,60,Urban,1
1653,Male,47,85942,247539,417.0,Employed,3,180,Urban,0
1654,Male,49,33689,226968,853.0,Employed,4,60,Semi-Urban,0
1655,Female,48,52934,107062,341.0,Self-Employed,4,36,Rural,0
1656,Male,55,53276,278338,614.0,Employed,4,24,Urban,0
1657,Male,28,136349,260834,628.0,Self-Employed,1,180,Semi-Urban,1
1658,Male,36,149336,194933,316.0,Self-Employed,1,12,Rural,1
1659,Female,56,121968,277909,582.0,,4,12,Semi-Urban,0
1660,Female,50,39873,138302,557.0,Self-Employed,3,360,Urban,0
1661,Female,38,33050,113928,874.0,Employed,2,12,Semi-Urban,0
1662,Male,22,86216,264303,873.0,Self-Employed,0,12,Semi-Urban,1
1663,Male,33,104444,91347,318.0,Employed,1,120,Semi-Urban,1
1664,Female,24,104040,53121,828.0,Employed,4,12,Semi-Urban,1
1665,Male,46,41644,133793,722.0,Self-Employed,0,36,Rural,1
1666,Male,45,82021,78164,765.0,Employed,1,240,Urban,1
1667,Female,50,57125,337635,672.0,Unemployed,2,12,Rural,0
1668,Female,31,86899,109222,380.0,Employed,3,60,Semi-Urban,0
1669,Male,27,62291,204237,850.0,Employed,4,240,Semi-Urban,1
1670,Male,51,55060,53748,847.0,Self-Employed,2,12,Urban,0
1671,Male,30,21538,76553,723.0,Self-Employed,1,240,Urban,1
1672,Female,59,56176,166547,728.0,Employed,4,24,Rural,0
1673,Female,33,142430,110380,687.0,Self-Employed,0,36,Rural,1
1674,Female,51,61520,94331,503.0,Unemployed,3,36,Urban,0
1675,Female,27,45675,277105,495.0,Unemployed,1,360,Rural,0
1676,Male,56,38287,170617,584.0,Self-Employed,3,240,Semi-Urban,0
1677,Female,40,20174,351704,495.0,Employed,4,360,Semi-Urban,0
1678,Female,24,112268,366009,606.0,Unemployed,2,180,Urban,0
1679,Female,27,54998,489902,313.0,Unemployed,3,120,Rural,0
1680,Female,21,122591,125910,445.0,Employed,0,60,Semi-Urban,1
1681,Female,33,73312,447891,356.0,Self-Employed,1,240,Urban,1
1682,Male,42,32112,390130,509.0,Unemployed,0,36,Rural,0
1683,Male,41,125410,257288,828.0,Employed,3,360,Semi-Urban,1
1684,Female,42,95225,60068,643.0,Employed,2,24,Rural,0
1685,Male,48,64814,104460,578.0,Unemployed,2,12,Rural,0
1686,Female,29,105091,412910,508.0,Self-Employed,0,36,Rural,1
1687,Female,46,70719,96418,634.0,Unemployed,4,24,Urban,0
1688,Male,29,149887,338350,587.0,Employed,4,12,Semi-Urban,0
1689,Male,35,53919,178180,551.0,Unemployed,2,120,Urban,0
1690,Female,30,93155,312431,564.0,Self-Employed,0,36,Semi-Urban,1
1691,Female,44,91569,72337,570.0,Employed,0,360,Semi-Urban,1
1692,Female,28,61328,201738,718.0,Self-Employed,0,36,Urban,1
1693,Male,44,90482,297667,510.0,Unemployed,3,240,Urban,0
1694,Female,36,44618,182233,664.0,Unemployed,4,240,Semi-Urban,0
1695,Female,46,54675,412811,375.0,Self-Employed,4,24,Semi-Urban,0
1696,Female,47,121794,402215,620.0,Unemployed,3,360,Semi-Urban,0
1697,Male,57,38919,148064,732.0,Self-Employed,1,180,Rural,1
1698,Female,24,24173,481967,408.0,Unemployed,3,240,Semi-Urban,0
1699,Female,44,129369,418655,821.0,Self-Employed,0,60,Urban,1
1700,Male,39,46400,457974,346.0,Self-Employed,3,120,Urban,0
1701,Female,56,70445,296686,678.0,Employed,0,60,Urban,1
1702,Female,59,90305,53178,395.0,Employed,2,36,Semi-Urban,0
1703,Male,30,57564,81831,402.0,Self-Employed,0,60,Semi-Urban,0
1704,Female,45,65814,183248,445.0,Unemployed,4,12,Rural,0
1705,Male,38,99747,153306,326.0,Unemployed,3,120,Rural,0
1706,Male,39,108791,214726,829.0,Unemployed,0,60,Urban,1
1707,Female,56,47962,304292,381.0,Self-Employed,1,12,Rural,0
1708,Female,30,104892,469843,727.0,Self-Employed,2,24,Rural,1
1709,Female,53,105842,233622,883.0,Self-Employed,1,60,Urban,1
1710,Female,25,90533,424169,778.0,Self-Employed,1,120,Semi-Urban,1
1711,Male,55,76184,225982,461.0,Employed,1,12,Rural,1
1712,Female,54,102912,140417,701.0,Self-Employed,2,60,Semi-Urban,1
1713,Male,53,126416,239323,807.0,Unemployed,2,24,Urban,0
1714,Female,41,123591,478638,337.0,Employed,2,60,Urban,0
1715,Female,37,30578,61984,810.0,Unemployed,2,12,Rural,0
1716,Female,42,38624,139312,692.0,Self-Employed,1,60,Urban,1
1717,Male,57,136164,242458,793.0,Employed,4,120,Urban,1
1718,Female,35,59194,133291,499.0,Self-Employed,4,36,Urban,0
1719,Female,55,129903,319279,554.0,Employed,2,360,Rural,0
1720,Female,48,20389,50320,478.0,Unemployed,3,360,Rural,0
1721,Female,27,119303,202756,846.0,Self-Employed,0,12,Rural,1
1722,Male,52,131116,499129,,Self-Employed,3,12,Urban,1
1723,Female,31,133903,400918,688.0,Employed,3,12,Semi-Urban,1
1724,Male,30,87391,465105,697.0,Employed,3,12,Urban,1
1725,Male,29,126429,276921,457.0,Self-Employed,4,60,Rural,0
1726,Male,34,33794,410215,303.0,Employed,0,120,Semi-Urban,0
1727,Male,33,78002,229971,466.0,Self-Employed,3,360,Semi-Urban,0
1728,Male,45,55531,305083,767.0,Employed,2,24,Rural,0
1729,Male,22,72815,453986,708.0,Unemployed,4,360,Semi-Urban,0
1730,Female,55,24986,482537,711.0,Employed,2,120,Semi-Urban,0
1731,Male,27,52298,159863,,Unemployed,2,12,Rural,0
1732,Male,41,21481,91777,493.0,Employed,3,180,Semi-Urban,0
1733,Male,38,76408,96250,534.0,Employed,2,60,Semi-Urban,0
1734,Female,23,89267,385178,449.0,Self-Employed,0,180,Rural,1
1735,Female,59,141950,417084,458.0,Employed,2,60,Semi-Urban,0
1736,Male,31,36835,352274,578.0,Employed,3,12,Semi-Urban,0
1737,Female,59,145355,230418,703.0,Unemployed,2,60,Semi-Urban,0
1738,Male,44,47798,445753,610.0,Employed,4,12,Semi-Urban,0
1739,Male,39,111649,265834,367.0,Self-Employed,4,120,Rural,0
1740,Female,24,84887,65216,762.0,Unemployed,4,240,Urban,0
1741,Male,46,39477,396293,387.0,Self-Employed,1,36,Urban,0
1742,Female,58,37266,53009,516.0,Self-Employed,4,60,Semi-Urban,0
1743,Female,52,106328,402048,300.0,Self-Employed,4,12,Rural,0
1744,Male,59,105988,210399,434.0,Self-Employed,1,180,Rural,1
1745,Male,56,147815,195281,650.0,Unemployed,4,12,Semi-Urban,0
1746,Female,57,63526,229515,439.0,Employed,3,180,Urban,0
1747,Male,53,137965,65029,432.0,Self-Employed,4,360,Semi-Urban,0
1748,Male,56,134615,260515,477.0,Unemployed,4,60,Rural,0
1749,Male,23,126870,238069,657.0,Self-Employed,1,24,Rural,1
1750,Female,29,147426,414315,679.0,Employed,3,180,Urban,1
1751,Female,28,31889,164456,749.0,Unemployed,2,12,Rural,0
1752,Male,53,44335,374703,885.0,Unemployed,0,60,Rural,0
1753,Female,26,31254,377036,762.0,,3,12,Rural,0
1754,Female,59,106610,382553,407.0,Unemployed,2,24,Urban,0
1755,Female,24,31442,451851,421.0,Employed,3,36,Rural,0
1756,Female,33,66289,345209,316.0,Unemployed,2,240,Semi-Urban,0
1757,Female,22,73747,292471,495.0,Unemployed,2,240,Urban,0
1758,Male,25,57327,432688,626.0,Employed,3,24,Semi-Urban,0
1759,Male,47,36199,419484,617.0,Employed,1,120,Semi-Urban,0
1760,Male,52,92827,83783,778.0,Unemployed,3,60,Urban,0
1761,Female,41,126464,84152,551.0,Unemployed,3,24,Semi-Urban,0
1762,Female,28,20112,108741,802.0,Employed,2,36,Urban,0
1763,Male,58,107051,419193,418.0,Employed,0,12,Semi-Urban,1
1764,Female,28,39581,494718,797.0,Unemployed,2,60,Urban,0
1765,Male,23,134228,79092,785.0,Unemployed,4,360,Rural,0
1766,Male,23,79722,198725,344.0,Unemployed,3,180,Rural,0
1767,Male,42,112036,280636,613.0,Employed,3,24,Semi-Urban,0
1768,Female,26,117562,221541,478.0,Unemployed,1,360,Rural,0
1769,Female,22,36523,304136,717.0,Self-Employed,2,360,Urban,0
1770,Male,43,86960,398627,855.0,Employed,1,36,Semi-Urban,1
1771,Male,22,137637,433729,377.0,Unemployed,3,360,Rural,0
1772,Male,58,39552,371898,625.0,Employed,2,24,Rural,0
1773,Male,37,143396,211050,656.0,Self-Employed,2,120,Semi-Urban,1
1774,Female,55,30808,137592,715.0,Employed,4,240,Rural,0
1775,Female,54,124347,406687,814.0,Unemployed,4,240,Rural,0
1776,Male,43,92525,93169,513.0,Self-Employed,0,60,Semi-Urban,1
1777,Male,50,43620,491503,373.0,Self-Employed,4,12,Rural,0
1778,Female,28,124565,104745,862.0,Unemployed,2,36,Rural,0
1779,Female,42,20887,160168,878.0,Unemployed,4,24,Rural,0
1780,Male,56,51802,163985,808.0,Unemployed,0,60,Rural,0
1781,Male,25,105024,317687,631.0,Employed,3,24,Semi-Urban,0
1782,Male,33,115549,237464,392.0,Employed,4,60,Urban,0
1783,Female,49,134737,71067,818.0,Employed,2,240,Urban,1
1784,Female,51,138639,101033,568.0,Unemployed,3,360,Rural,0
1785,Female,36,138248,95256,675.0,Unemployed,2,120,Rural,0
1786,Male,50,101938,271705,303.0,Employed,3,24,Urban,0
1787,Male,36,106741,289455,437.0,Self-Employed,2,120,Rural,0
1788,Female,32,141028,250417,530.0,Employed,4,180,Urban,0
1789,Female,37,142746,465407,899.0,Self-Employed,4,180,Semi-Urban,1
1790,Male,36,46049,136803,828.0,Unemployed,0,360,Semi-Urban,0
1791,Female,32,97789,253814,351.0,Unemployed,3,240,Semi-Urban,0
1792,Female,28,104526,168843,624.0,Employed,0,36,Semi-Urban,1
1793,Male,40,27846,78992,576.0,Employed,1,120,Semi-Urban,0
1794,Female,23,110563,262603,835.0,Unemployed,4,60,Semi-Urban,0
1795,Male,36,124736,98803,785.0,Employed,3,36,Urban,1
